RMSD,Area,ED,Energy,SS,ResidueLength,PairNumber,100.6079961,81.98734877,0.042989621,99.92630351
3.525,23762,260652,-1.28E+04,83,540,8870,1,1,0,1
3.029,6734.27,5140.2,-2196.77,61,107,346,1,0,0,1
0,10141,55706,-5761,67,222,2897,1,1,0,1
4.064,5101.67,2992.82,-1231.56,42,67,224,1,0,0,1
4.742,12896.1,70632.8,-5572.69,42,262,3211,1,1,0,1
4.717,9781.53,32958,-3479.11,83,176,1922,1,1,0,1
3.58,9422.15,25874.9,-3336.73,28,174,1415,1,1,0,1
0,13570.4,77711,-6402,52,300,3452,1,1,0,1
0,23432.1,426135,-17336,119,538,14484,1,1,0,1
0,25836.5,496778,-16870,136,640,16053,1,1,0,1
2.915,16808.3,110425,-6.79E+03,35,322,4619,1,1,0,1
2.977,7066.04,10417.1,-2.98E+03,15,109,689,1,1,0,1
4.593,7574.5,9001.68,-1809.05,69,107,517,1,1,0,1
3.047,4805.7,2967.91,-1227.08,45,67,224,1,0,0,1
4.127,8751.45,11476.9,-3072.78,43,156,654,1,1,0,1
0,13434.1,75057,-7018,202,310,3463,1,1,0,1
2.831,8994.08,12257.7,-2752.25,93,136,619,1,1,0,1
2.332,3794.78,1464.75,-945.807,35,52,133,1,0,0,1
2.106,15648.4,117744,-3.52E+03,52,271,4426,1,1,0,1
2.364,11246.8,45030.7,-2.39E+03,49,223,2059,1,1,0,1
0,19508.9,227385,-11073,86,459,8343,1,1,0,1
4.802,9679,31413.6,-2949.06,90,171,1747,1,1,0,1
0,14297.9,53118,-6987,24,280,2331,1,1,0,1
2.528,14957.9,60232.4,-6614.23,164,305,2610,1,1,0,1
3.508,13482.3,111993,-5.05E+03,69,271,4426,1,1,0,1
2.94,9533.32,39617.6,-2.63E+03,26,196,1885,1,1,0,1
4.068,8692.83,20372.1,-3473.01,95,163,1162,1,1,0,1
1.555,4212.92,2195.34,-1054.56,20,54,165,1,0,0,1
3.306,8901.02,32428.9,-3675.77,92,176,1922,1,1,0,1
4.109,9465.64,29071.2,-2.23E+03,29,156,1364,1,1,0,1
3.069,11862.8,33950,-1.06E+03,31,166,1111,1,1,0,1
0,6097.88,2340,-1099,42,86,184,1,0,0,1
3.91,13306.4,81740.4,-4.86E+03,39,272,3539,1,1,0,1
0,12263.8,63476,-3788,141,232,3132,1,1,0,1
4.79,3790.43,2219.17,-547.57,3,43,161,1,0,0,1
0,11905.9,50151,-6717,49,259,2538,1,1,0,1
3.021,15397.5,118082,-4.88E+03,61,271,4426,1,1,0,1
4.951,11575.3,89923.8,-6.66E+03,60,254,3885,1,1,0,1
0,11803.3,56966,-7075,47,275,2683,1,1,0,1
0,18376.7,126957,-7409,77,376,4723,1,1,0,1
0,9466.99,11375,-2667,24,152,552,1,1,0,1
0,12613.4,52181,-6697,76,203,2187,1,1,0,1
0,21013.3,256026,-11927,91,537,8483,1,1,0,1
0,8448.12,13295,-2510,16,110,618,1,1,0,1
2.869,8277.23,12015.3,-2538.45,82,128,693,1,1,0,1
2.73,10267.8,10792.5,-2.35E+03,37,154,587,1,1,0,1
4.733,3837.34,2225.22,-554.156,3,43,161,1,0,0,1
2.811,15698.6,115060,-5.03E+03,53,271,4426,1,1,0,1
1.346,11267.1,69121.9,-5231.03,147,247,3373,1,1,0,1
1.871,19090.2,156809,-8.93E+03,81,449,5537,1,1,0,1
3.126,6802.21,10461.5,-3.71E+03,15,109,689,1,1,0,1
2.985,4323.8,1991.7,-1041.71,6,63,166,1,0,0,1
0,11782.4,24609,-4259,143,197,1212,1,1,0,1
4.787,7446.65,15612.6,-2582.8,69,134,970,1,1,0,1
2.522,8594.92,26719.7,-2.42E+03,26,156,1364,1,1,0,1
0,15255.6,151648,-7653,54,362,6188,1,1,0,1
3.646,10303.5,32133.1,-3352.75,79,176,1922,1,1,0,1
3.049,11152.3,50621.2,-4.33E+03,22,216,2677,1,1,0,1
0,7115.53,22924,-3079,11,156,1360,1,1,0,1
1.175,9155.78,17181.9,-4167.34,33,183,931,1,1,0,1
3.866,4595.92,1405.77,-1613.45,12,76,147,1,0,0,1
4.758,10938.3,52130.8,-4419.01,105,209,2534,1,1,0,1
4.052,9185.03,20536.6,-3544.17,101,163,1162,1,1,0,1
3.635,14078.8,94973.5,-5696.39,47,294,4249,1,1,0,1
3.857,11987,52697.9,-3.17E+03,76,224,2192,1,1,0,1
0,13092.1,94861,-3329,217,164,1746,1,1,0,1
3.431,9510.65,26312,-3343.94,33,174,1415,1,1,0,1
4.891,9204.78,28963.6,-3427.45,33,179,1626,1,1,0,1
4.875,6038.71,11083.6,-1819.04,27,102,764,1,1,0,1
3.216,15792.2,110413,-5.57E+03,32,322,4619,1,1,0,1
0,6702.79,6943,-3104,19,140,429,1,1,0,1
0,13214.8,38484,-5019,42,232,1474,1,1,0,1
3.444,11510.2,26369.1,-1.42E+03,29,166,1111,1,1,0,1
0,15156.7,202367,-8665,55,388,7588,1,1,0,1
0,6202.74,5452,-1868,40,98,345,1,0,0,1
4.381,7529.41,7932.86,-1.20E+03,149,109,486,1,1,0,1
0,9802.63,37903.3,-4571.01,25,193,2118,1,1,0,1
0,28401.9,684566,-14690,368,607,18478,1,1,0,1
3.751,10587.1,17051.3,-3553.8,66,172,973,1,1,0,1
0,12755.8,44624,-4925,48,256,2136,1,1,0,1
3.726,9873.67,12021.8,-2348,59,136,619,1,1,0,1
3.536,9237.38,28311,-3.73E+03,37,194,1521,1,1,0,1
4.811,3723.34,2165.48,-584.06,4,43,161,1,0,0,1
3.101,20127.2,188458,-7.07E+03,62,403,6746,1,1,0,1
2.456,8194.87,26552.2,-2.43E+03,27,156,1364,1,1,0,1
4.33,11487.8,59081.7,-2.68E+03,51,223,2822,1,1,0,1
4.545,13769.7,51380.5,-5625.87,67,288,2334,1,1,0,1
3.918,8553.88,16629,-2758.35,78,142,844,1,1,0,1
0,27158.7,707986,-16151,180,666,19052,1,1,0,1
4.974,11794.6,54163.8,-4338.97,107,209,2534,1,1,0,1
3.824,12952.3,45701,-5901.3,58,273,2061,1,1,0,1
4.726,2279.16,69.7411,-2.93E+02,96,33,5,1,0,0,1
4.343,14064.6,69057.6,-2.67E+03,63,224,2192,1,1,0,1
0,13527.4,122181,-6998,319,343,5220,1,1,0,1
0,14915,173280,-6443,60,328,7107,1,1,0,1
4.292,12472.5,54756.4,-4.73E+03,29,216,2677,1,1,0,1
4.684,7162.09,7356.05,-1.65E+03,164,109,486,1,1,0,1
1.527,11961.5,73927.6,-4.28E+03,28,249,3630,1,1,0,1
0,8011.98,18919,-3633,48,144,1018,1,1,0,1
3.955,8147.67,12969.9,-2468.08,22,132,806,1,1,0,1
1.054,5145.11,4788.35,-1.09E+03,22,85,343,1,0,0,1
4.774,6594.91,4064.85,-1839.71,41,101,270,1,0,0,1
0,16231.7,166413,-9430,86,331,5959,1,1,0,1
4.046,7752.55,26111.5,-2980.7,93,156,1521,1,1,0,1
3.891,9554.5,26435.3,-2.62E+03,38,156,1364,1,1,0,1
2.753,4613.24,3988.68,-1.06E+03,10,79,317,1,0,0,1
2.883,8801.64,12388.8,-2646.86,96,136,619,1,1,0,1
0,6349.92,2092,-1710,18,112,152,1,0,0,1
3.569,18142.6,161032,-9.87E+03,93,388,6290,1,1,0,1
2.577,6916.81,13415.3,-1508.49,18,96,804,1,1,0,1
1.707,7222.12,5658.84,-1.51E+03,17,79,292,1,0,0,1
0,17921.3,190603,-7764,63,378,7461,1,1,0,1
0,9681.7,35203,-5716,31,192,1871,1,1,0,1
3.18,5569.14,4005.63,-1519.01,125,88,318,1,0,0,1
2.708,7533.77,11743.6,-2658.04,77,128,693,1,1,0,1
2.535,14699.1,59786.7,-6693.32,163,305,2610,1,1,0,1
4.07,7044.97,4174.19,-2310.54,71,101,249,1,0,0,1
0.794,2515.57,52.4793,-2.75E+02,6,33,5,1,0,0,1
3.548,9355.83,25710.9,-3365.82,38,174,1415,1,1,0,1
3.124,5979.91,7040.93,-1599.7,44,93,545,1,1,0,1
0,5774.78,7260,-3007,59,94,456,1,1,0,1
2.558,12016.8,52113.2,-3.64E+03,36,224,2192,1,1,0,1
4.461,10614.8,28627.3,-2.83E+03,24,194,1521,1,1,0,1
2.201,5519.64,7557.83,-1880.48,73,104,457,1,1,0,1
1.531,4339.42,2191.98,-981.352,19,54,165,1,0,0,1
3.388,9589.8,51696.7,-2.63E+03,24,188,2599,1,1,0,1
2.66,22596.7,247200,-1.03E+04,106,537,8350,1,1,0,1
0,10823.1,32730,-3880,69,196,1636,1,1,0,1
4.27,8014.87,9258.47,-1.20E+03,27,102,516,1,1,0,1
0,16474.1,156622,-8628,56,340,6178,1,1,0,1
2.476,7346.26,9226.44,-2589.16,18,123,621,1,1,0,1
0,9890,17482,-2680,24,137,886,1,1,0,1
0,20201.2,440909,-13864,82,508,14821,1,1,0,1
4.047,8894.25,51250.9,-1.91E+03,30,188,2599,1,1,0,1
3.604,14390.2,145377,-6137.79,169,308,6057,1,1,0,1
2.806,10298.7,10391.1,-1.70E+03,35,154,587,1,1,0,1
3.208,25262.7,478940,-1.12E+04,54,483,15505,1,1,0,1
0,8330.57,10356,-3088,24,124,585,1,1,0,1
3.452,18053.2,161559,-1.07E+04,87,388,6290,1,1,0,1
0,11913.6,63346,-6049,32,290,2981,1,1,0,1
4.768,12445.6,70485.5,-5509.85,36,262,3211,1,1,0,1
0,16647.8,196595,-9495,64,382,7958,1,1,0,1
3.756,11143.4,39496.9,-3846.98,80,193,2118,1,1,0,1
3.192,11115.2,85314.4,-2.31E+03,17,220,3450,1,1,0,1
0,14390.5,180746,-7489,84,372,6863,1,1,0,1
3.258,20836.6,340701,-8.57E+03,108,462,11563,1,1,0,1
4.773,4922.11,1554.64,-729.944,13,51,102,1,0,0,1
3.657,8982.07,25557.1,-3353.76,21,174,1415,1,1,0,1
3.465,9442.13,10088.7,-2360.94,101,130,490,1,1,0,1
0,19524,439868,-10569,36,462,12061,1,1,0,1
3.115,4123.85,2029.51,-1078.59,6,63,166,1,0,0,1
2.666,9922.76,38645.1,-4042.17,27,193,2118,1,1,0,1
1.584,3951.1,2173.43,-1158.36,20,54,165,1,0,0,1
4.77,14095.3,52330.7,-5552.77,85,288,2334,1,1,0,1
2.798,14138.3,140885,-5.83E+03,43,315,5844,1,1,0,1
3.764,9770.55,26480.2,-3366.66,29,174,1415,1,1,0,1
0,5287.01,2139,-1648,8,66,116,1,0,0,1
0,8414.54,10739.7,-3522.41,44,156,654,1,1,0,1
3.256,14123.6,52038.2,-2.84E+03,42,234,2464,1,1,0,1
0,13504.2,155549,-6647,249,302,5946,1,1,0,1
2.523,19228.2,231145,-1.12E+04,96,537,8350,1,1,0,1
0,14830.9,287465,-8539,63,352,11258,1,1,0,1
4.613,7773.09,4705.26,-2685.54,37,131,271,1,0,0,1
3.876,8774.89,13066.5,-2467.41,18,132,806,1,1,0,1
0,5199.59,5099,-2109,9,93,367,1,0,0,1
2.37,16760.7,159964,-7603.41,81,352,6744,1,1,0,1
0,21305.9,192496,-10669,93,471,6527,1,1,0,1
3.598,7200.45,13313.1,-1742.31,36,105,765,1,1,0,1
1.966,5157.24,3033.38,-1239.42,48,67,224,1,0,0,1
3.62,10423.7,38961.9,-4098.83,27,193,2118,1,1,0,1
3.106,5641.56,4107.95,-1369.7,114,88,318,1,0,0,1
0,4367.08,5227,-1321,34,74,395,1,1,0,1
0,7160.39,10198,-3190,23,145,589,1,1,0,1
0,15706.9,76086,-7846,47,306,3062,1,1,0,1
0,7724.57,12082.8,-2941.31,23,136,732,1,1,0,1
4.698,9704.83,30767.4,-3222.84,128,171,1747,1,1,0,1
4.129,5640.53,11106.8,-1853.29,24,102,764,1,1,0,1
1.728,5329.85,4412.01,-1.56E+03,17,88,292,1,0,0,1
3.79,9702.55,25987.6,-3309.6,28,174,1415,1,1,0,1
3.515,12503.3,45784.4,-5873.88,65,273,2061,1,1,0,1
4.18,9763.36,38345.8,-3698.99,48,180,2054,1,1,0,1
3.02,20586.7,245153,-1.15E+04,81,540,8870,1,1,0,1
4.428,13656.3,51939.8,-1079.22,56,288,2334,1,1,0,1
1.894,12836.9,60244.4,-5.59E+03,25,247,2754,1,1,0,1
2.955,13093,51897.1,-2.88E+03,30,234,2464,1,1,0,1
2.882,9339.62,39554.7,-2.19E+03,11,196,1885,1,1,0,1
0,6483.61,5029,-1907,26,104,298,1,0,0,1
4.476,9300.95,39684.5,-2.19E+03,23,196,1885,1,1,0,1
0,12183.6,34062,-5380,114,217,1751,1,1,0,1
3.67,9289.89,32883.7,-3661.62,90,176,1922,1,1,0,1
0,24658.2,346679,-13573,105,636,10694,1,1,0,1
4.639,11744.2,70298.2,-5659.31,35,262,3211,1,1,0,1
4.323,10366.7,36975.1,-2.91E+03,37,196,1997,1,1,0,1
3.737,14395.5,144068,-6121.05,154,308,6057,1,1,0,1
0,8846.52,8053,-3018,9,109,397,1,0,0,1
3.425,5950.06,7055.03,-1603.23,39,93,545,1,1,0,1
3.8,8914.64,14033.6,-2867.36,33,148,729,1,1,0,1
2.465,16195.5,167646,-7675.83,84,352,6744,1,1,0,1
1.561,7810.49,9293.76,-2805.46,20,138,554,1,1,0,1
4.929,7867.97,4820.79,-2694.46,24,131,271,1,0,0,1
0,13564.4,235174,-5339,61,297,9791,1,1,0,1
3.856,18750.4,160118,1.44E+05,76,388,6290,1,1,0,0
3.682,10137,28233.5,-2756.64,97,158,1403,1,1,0,1
3.972,2520.44,55.0265,-5.95E+02,94,33,5,1,0,0,1
0,16226.9,123415,-4779,67,294,4627,1,1,0,1
3.844,9683.49,21665,-1725.97,83,152,1165,1,1,0,1
0,9581.91,56722,-4688,31,215,2893,1,1,0,1
4.125,17926.7,176202,-4.68E+03,68,403,6746,1,1,0,1
4.724,8173.4,25838.6,-2.52E+03,52,156,1364,1,1,0,1
4.807,3674.22,2222.89,-574.964,11,43,161,1,0,0,1
4.423,19165.7,160563,-9.36E+03,95,388,6290,1,1,0,1
4.728,8662.5,30464.8,-3451.16,129,171,1747,1,1,0,1
0,10083.8,29548,-6737,60,180,1211,1,1,0,1
2.9,5958.33,4214.05,-1463.35,126,88,318,1,0,0,1
3.182,9675.16,16847.7,-4146.91,83,172,973,1,1,0,1
2.676,10107.8,10494.2,-2.58E+03,32,154,587,1,1,0,1
4.252,4663.57,2876.33,-1262.44,38,67,224,1,0,0,1
2.936,7236.24,14044.8,-2367.77,97,120,809,1,1,0,1
2.176,5989.83,7278.17,-1609.52,49,93,545,1,1,0,1
2.119,19875.4,409829,-1.08E+04,59,473,14125,1,1,0,1
0,13921,67788,-9270,161,292,2539,1,1,0,1
0,10591.9,60385,-5359,219,238,2823,1,1,0,1
1.838,11336,34040.4,-3.30E+03,53,234,1581,1,1,0,1
1.38,8894.02,16872.3,-3991.31,38,183,931,1,1,0,1
3.258,10107.9,47789.4,-2.91E+03,36,216,2677,1,1,0,1
0.957,5909.96,4641.24,-1.14E+03,21,85,343,1,0,0,1
2.453,11748.9,74588.2,-5.98E+03,36,249,3630,1,1,0,1
4.989,8710.89,29128.6,-3396.8,42,179,1626,1,1,0,1
4.875,6079.94,3888.75,-1467.09,43,88,270,1,0,0,1
0,8035.22,15173,-3176,73,130,888,1,1,0,1
3.343,8792.42,10292.6,-299.528,0,130,490,1,1,0,1
1.603,7766.89,9376.97,-3018.58,101,130,490,1,1,0,1
0,15812.8,209606,-10543,55,355,7953,1,1,0,1
3.196,8865.89,52837.2,-2.86E+03,24,188,2599,1,1,0,1
3.074,7372.71,14201,-2297.17,87,120,809,1,1,0,1
2.115,5616.05,4098.5,-1561.41,122,88,318,1,0,0,1
2.377,12249.3,92012.1,-5.25E+03,50,254,3885,1,1,0,1
3.399,7452.88,9906.6,-2456.38,20,123,621,1,1,0,1
0,6997.33,7271,-2002,17,122,429,1,1,0,1
3.044,9683.36,17145.6,-3887.35,81,172,973,1,1,0,1
1.275,11321.8,69166.8,-5343.24,147,247,3373,1,1,0,1
3.292,12868.6,60396.1,-4.12E+03,31,247,2754,1,1,0,1
0,9221.42,38723.6,-4040.88,35,180,2054,1,1,0,1
1.544,4070.39,2175.32,-1063.66,20,54,165,1,0,0,1
0,10639.3,76700,-6189.4,153,252,3882,1,1,0,1
0,6883.62,4245.33,-1289.36,30,75,248,1,0,0,1
1.797,4883.17,3874.01,-1.51E+03,15,79,317,1,0,0,1
0,13193.9,141041,-6411.13,157,280,5954,1,1,0,1
3.897,7937.36,9012.58,-1.16E+03,26,102,516,1,1,0,1
4.049,9607,21778.1,-3329.1,76,163,1162,1,1,0,1
3.115,4659.02,1933.7,-957.017,5,63,166,1,0,0,1
4.536,7941.27,4728.26,-2659.53,26,131,271,1,0,0,1
1.801,5802.74,4196.69,-1536.4,122,88,318,1,0,0,1
3.879,5670.86,7186.74,-1624.5,52,93,545,1,1,0,1
0,14434.9,107538,-6925,51,303,4528,1,1,0,1
0,9950.38,54303,-4753,34,179,2322,1,1,0,1
2.31,15926.9,162845,-7727.71,78,352,6744,1,1,0,1
4.897,10124.9,17873,-3713.65,66,172,973,1,1,0,1
3.163,9348.65,39095.3,-4305.81,25,193,2118,1,1,0,1
3.074,4504.44,2040.92,-1024.07,5,63,166,1,0,0,1
4.223,15578,157585,-8.72E+03,78,388,6290,1,1,0,1
3.286,8301.79,9979.96,-2379.82,11,123,621,1,1,0,1
0,16971.6,116527,-12984,248,382,4538,1,1,0,1
1.808,5367.52,3541.24,-796.881,46,51,132,1,0,0,1
2.78,11387.2,44797,-3.38E+03,46,223,2059,1,1,0,1
3.14,5062.34,3221.64,-1164.22,36,71,249,1,0,0,1
2.927,11205.6,111256,-2.34E+03,60,235,4905,1,1,0,1
3.748,8935.7,11093.5,-3224.85,33,156,654,1,1,0,1
0,16273.9,158074,-7742,40,365,6176,1,1,0,1
0,11448,103044,-6929,66,249,4907,1,1,0,1
4.301,12406.7,54897.9,-3.88E+03,70,224,2192,1,1,0,1
0,16865.3,135626,-7250,58,300,3064,1,1,0,1
2.983,12135.9,114728,-2.48E+03,38,235,4905,1,1,0,1
0,16244.5,155763,-7600,175,338,5637,1,1,0,1
0,8834.57,7257,-1484,32,105,319,1,0,0,1
2.966,14341.2,139667,-4.61E+03,44,315,5844,1,1,0,1
3.756,6983.31,6736.01,-2.54E+03,165,109,486,1,0,0,1
3.522,22431.1,257715,1.48E+04,86,540,8870,1,1,0,0
1.058,5812.34,4869.1,-9.22E+02,20,85,343,1,0,0,1
4.721,8538.34,13503.1,-2533.81,19,132,806,1,1,0,1
0,15604,40779,-4237,67,278,1583,1,1,0,1
2.262,2579.68,53.2692,-4.87E+02,6,33,5,1,0,0,1
3.555,8829.04,27826.6,-2.43E+03,28,156,1364,1,1,0,1
0,11115.9,27620,-4883,73,188,1165,1,1,0,1
3.011,6420.87,10304.2,-3.54E+03,16,109,689,1,1,0,1
3.528,9772.13,51490.8,-2.85E+03,31,188,2599,1,1,0,1
2.578,15543.4,114598,-5.17E+03,57,271,4426,1,1,0,1
3.993,6371.28,8475.91,-1.61E+03,26,102,516,1,1,0,1
0,19870.4,190729,-14345,304,437,6411,1,1,0,1
0,6667.66,4105,-2502,27,124,272,1,0,0,1
2.694,8764.59,25121.5,-3149.3,33,157,1519,1,1,0,1
0,8324.71,20196,-5675,14,151,1068,1,1,0,1
0,12963.1,86104.5,-6775.34,54,291,3799,1,1,0,1
3.218,14144.5,93700.9,-5714.22,37,294,4249,1,1,0,1
2.819,6646.24,10459.1,-2.94E+03,16,109,689,1,1,0,1
0,5590.87,8169,-2432,214,102,614,1,1,0,1
3.062,20612.4,255503,-1.71E+03,78,540,8870,1,1,0,1
3.601,10315.2,38895.3,-4101.55,27,193,2118,1,1,0,1
0,11024.5,58583,-5384,36,224,2825,1,1,0,1
4.397,10557.5,27545,-3226.68,28,174,1415,1,1,0,1
3.448,9850.75,51640.3,-2.69E+03,21,188,2599,1,1,0,1
3.359,16814.6,161037,-1.22E+04,85,388,6290,1,1,0,1
4.809,3691.44,2173.42,-584.59,5,43,161,1,0,0,1
2.19,3885.4,1449.38,-936.08,35,52,133,1,0,0,1
3.412,15185.6,109114,-6.21E+03,40,322,4619,1,1,0,1
4.057,6702.72,3950.45,-2365.78,70,101,249,1,0,0,1
2.632,8916.42,21938,-2.53E+03,16,166,1111,1,1,0,1
3.197,10661.4,85252.7,-2.79E+03,22,220,3450,1,1,0,1
1.785,12008.6,73234.9,-3.89E+03,24,249,3630,1,1,0,1
2.003,21270.4,168238,-5.41E+03,100,449,5537,1,1,0,1
3.42,14882.4,139511,-4.09E+03,56,315,5844,1,1,0,1
1.96,2483.81,72.1009,-3.99E+02,11,33,5,1,0,0,1
0,10178.4,29594,-6113,114,191,1632,1,1,0,1
3.92,7559.73,12810.5,-2910.36,15,132,806,1,1,0,1
3.122,8790.12,12028.5,-2747.59,95,136,619,1,1,0,1
2.469,7801.06,9614.78,-2984.52,98,130,490,1,1,0,1
0,8679.89,19411.4,-3205.35,17,157,1113,1,1,0,1
2.513,16398.5,160657,-7543.02,75,352,6744,1,1,0,1
3.58,6311.71,7193.48,1.63E+03,164,109,486,1,1,0,0
0,15265.3,74487,-5292,45,313,3212,1,1,0,1
0,12211.6,42337,-6104,44,221,1749,1,1,0,1
2.85,6653,10352.2,-2.79E+03,16,109,689,1,1,0,1
0,26606,438191,-8733,92,482,7114,1,1,0,1
1.906,6701.76,13063.1,-1551.57,21,96,804,1,1,0,1
3.004,11694.8,47035.6,-6.75E+03,26,215,2188,1,1,0,1
2.311,5872.74,4149.23,-1561.34,121,88,318,1,0,0,1
3.928,5535.97,10768.2,-2030.78,24,102,764,1,1,0,1
0,9262.96,27675,-3179,21,168,1412,1,1,0,1
3.163,10093.9,17251.8,-3670.48,74,172,973,1,1,0,1
0,17429.8,177501,-12433,90,494,7102,1,1,0,1
4.161,12431.4,56996.9,-2.31E+03,52,223,2822,1,1,0,1
0,8139.72,12663,-2774,77,132,735,1,1,0,1
0,15548.5,122927,-5317,65,315,3893,1,1,0,1
4.4,10476.2,35879.3,-4295.6,124,208,1691,1,1,0,1
4.379,5238.36,1671.43,-1461.37,23,76,147,1,0,0,1
1.515,11988.6,73924.7,-4.65E+03,28,249,3630,1,1,0,1
2.581,13494.1,90494.4,-5.73E+03,44,254,3885,1,1,0,1
4.207,4388.77,2226.59,-890.106,17,54,165,1,0,0,1
0,12045.1,98298,-7848,61,309,4910,1,1,0,1
3.867,14153.1,106676,-5.46E+03,39,322,4619,1,1,0,1
3.863,8025.84,12885.1,-2758.55,16,132,806,1,1,0,1
2.525,7136.26,13977.6,-2382.91,89,120,809,1,1,0,1
4.28,19419,160243,-8.61E+03,92,388,6290,1,1,0,1
4.276,9923.88,34608.5,-4586.08,126,208,1691,1,1,0,1
4.194,13554.7,110073,-4.66E+03,55,271,4426,1,1,0,1
4.641,9709.1,27247.6,-2.40E+03,33,166,1414,1,1,0,1
0,11298.6,52237,-6681,29,244,2601,1,1,0,1
3.027,6712.09,14026,-2496.99,81,120,809,1,1,0,1
0,6698.31,26212,-2107,38,136,1463,1,1,0,1
0,8508.65,15811,-4015,59,155,850,1,1,0,1
1.547,5442.62,4353.81,-1.16E+03,23,85,343,1,0,0,1
4.414,8568.11,29863.3,-3536.05,34,179,1626,1,1,0,1
4.392,10179,35222.9,-4442.48,125,208,1691,1,1,0,1
4.788,4065.11,1433.93,-911.694,36,51,102,1,0,0,1
0,11321.9,59299,-5718,107,216,3123,1,1,0,1
3.22,5395.2,4322.53,-1.01E+03,10,79,317,1,0,0,1
0,14998.5,118362,-9850,287,353,4722,1,1,0,1
1.969,8839.11,20097.3,-3456.28,83,163,1162,1,1,0,1
0,26274.2,606547,-14226,196,624,18837,1,1,0,1
2.23,5649.4,7640.84,-1868.77,75,104,457,1,1,0,1
0,6925.52,13347,-3578,67,140,807,1,1,0,1
2.901,9528.39,51523.7,-3.12E+03,33,188,2599,1,1,0,1
3.945,8567.66,7682.91,-1.02E+03,13,111,453,1,0,0,1
0,8348.48,15278,-2557,11,144,851,1,1,0,1
0,8781.18,31579,-4615,34,222,1585,1,1,0,1
4.046,8617.3,13612.3,-3012.56,33,148,729,1,1,0,1
2.66,13843.7,50458.4,-3.83E+03,29,234,2464,1,1,0,1
3.995,11309.5,18225.4,-611.61,62,172,973,1,1,0,1
0,15863.1,164393,-8855,214,348,6634,1,1,0,1
4.76,13006.4,70528,-5525.14,41,262,3211,1,1,0,1
0,13981.4,119485,-5976,49,330,5526,1,1,0,1
3.045,7532.65,4842.26,-1.86E+03,18,86,205,1,0,0,1
0,8833.41,25593,-5187,35,216,1468,1,1,0,1
0,26981.5,546959,-14699,114,514,15694,1,1,0,1
1.457,4115.6,2164.9,-971.347,24,54,165,1,0,0,1
0,12407.3,37084,-5767,51,266,1749,1,1,0,1
4.189,7767.54,17083.9,-2882.43,78,142,844,1,1,0,1
0,21778.1,293513,-13912,93,553,9965,1,1,0,1
0,20736.1,213371,-14032,333,471,7968,1,1,0,1
4.794,13439.7,72567.3,-2.68E+03,34,264,3217,1,1,0,1
1.808,12059.5,73201.2,-4.13E+03,17,249,3630,1,1,0,1
4.059,4642.78,2316.77,-865.625,46,51,132,1,0,0,1
1.868,5094.89,3483.59,-847.171,48,51,132,1,0,0,1
2.545,5535.37,4572.87,-7.09E+02,19,88,292,1,0,0,1
0,6716.41,5038,-4134,22,115,342,1,0,0,1
3.885,7493.64,4608.87,-1.78E+03,28,86,205,1,0,0,1
4.217,5255.69,4102.13,-1287.29,10,72,340,1,0,0,1
4.299,5133.37,1715.27,-1327.46,10,76,147,1,0,0,1
0,7627.04,3722,-2012,10,90,168,1,0,0,1
0,8230.9,14869,-3202,20,138,807,1,1,0,1
3.581,7071.66,13959,-2415.03,86,120,809,1,1,0,1
4.715,9371.28,37758.5,-3754.76,50,180,2054,1,1,0,1
0,10008.4,78049,-4510,16,208,3962,1,1,0,1
1.853,4850.75,2863.54,-1264.34,51,67,224,1,0,0,1
0,12625.8,105613,-5668,31,249,4156,1,1,0,1
2.884,11897.6,50812.7,1.57E+03,34,215,2188,1,1,0,0
4.388,9916.67,35574.1,-4370.3,122,208,1691,1,1,0,1
2.212,15458.6,116003,-5.28E+03,54,271,4426,1,1,0,1
2.536,10367.2,10497.9,-1.60E+03,40,154,587,1,1,0,1
4.543,5033.14,1400.14,-742.116,14,51,102,1,0,0,1
3.127,12505.7,114230,-3.17E+03,38,235,4905,1,1,0,1
0,10802.7,57365,-7111,180,259,2828,1,1,0,1
4.672,9236.3,37769.1,-3638.73,39,180,2054,1,1,0,1
4.533,10067.9,27913.4,4.95E+03,25,194,1521,1,1,0,0
3.981,14669.9,109643,-6.68E+03,36,322,4619,1,1,0,1
2.722,8276.55,26565.4,-2.84E+03,30,156,1364,1,1,0,1
4.857,9957.94,24299.4,-1.37E+03,17,166,1111,1,1,0,1
0,13312.7,56629,-7808,127,292,2612,1,1,0,1
0,14770.5,103154,-9006,55,363,4536,1,1,0,1
3.179,14967.6,83051.7,-3.29E+03,67,223,2059,1,1,0,1
0,17569.8,122933,-6499,76,365,4729,1,1,0,1
3.345,12935.8,52433,-1.30E+03,51,223,2059,1,1,0,1
0,14367.8,64045,-4067,32,256,2533,1,1,0,1
0,9161.65,13414,-2602,9,105,582,1,1,0,1
4.05,14385.1,96274.8,-5635.17,40,294,4249,1,1,0,1
0,17064.4,144950,-10290,70,423,5328,1,1,0,1
4.634,6537.68,11568.7,-1854.68,19,102,764,1,1,0,1
0,6854.23,5202,-3458,132,101,316,1,0,0,1
4.062,15514,96376.6,-4.50E+03,71,254,3885,1,1,0,1
3.042,9437.94,85346.4,-2.55E+03,22,220,3450,1,1,0,1
4.772,9246.85,37901.6,-3794.5,46,180,2054,1,1,0,1
